modality,participant_source_id,source_day,file_name,relative_path,file_size_bytes,parse_status,session_uid,session_id,has_counterpart
dense_caption,A2_ALICE,DAY2,A2_ALICE_DAY2_20000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY2/A2_ALICE_DAY2_20000000.srt,7230,discovered,A2_ALICE_DAY2_20000000,ses_A2_ALICE_DAY2_A2_ALICE_DAY2_20000000,True
dense_caption,A2_ALICE,DAY2,A2_ALICE_DAY2_21000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY2/A2_ALICE_DAY2_21000000.srt,96491,discovered,A2_ALICE_DAY2_21000000,ses_A2_ALICE_DAY2_A2_ALICE_DAY2_21000000,True
dense_caption,A2_ALICE,DAY2,A2_ALICE_DAY2_22000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY2/A2_ALICE_DAY2_22000000.srt,95383,discovered,A2_ALICE_DAY2_22000000,ses_A2_ALICE_DAY2_A2_ALICE_DAY2_22000000,True
dense_caption,A2_ALICE,DAY3,A2_ALICE_DAY3_11000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY3/A2_ALICE_DAY3_11000000.srt,34210,discovered,A2_ALICE_DAY3_11000000,ses_A2_ALICE_DAY3_A2_ALICE_DAY3_11000000,True
dense_caption,A2_ALICE,DAY3,A2_ALICE_DAY3_12000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY3/A2_ALICE_DAY3_12000000.srt,45563,discovered,A2_ALICE_DAY3_12000000,ses_A2_ALICE_DAY3_A2_ALICE_DAY3_12000000,True
dense_caption,A2_ALICE,DAY3,A2_ALICE_DAY3_14000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY3/A2_ALICE_DAY3_14000000.srt,13199,discovered,A2_ALICE_DAY3_14000000,ses_A2_ALICE_DAY3_A2_ALICE_DAY3_14000000,True
dense_caption,A2_ALICE,DAY3,A2_ALICE_DAY3_15000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY3/A2_ALICE_DAY3_15000000.srt,76969,discovered,A2_ALICE_DAY3_15000000,ses_A2_ALICE_DAY3_A2_ALICE_DAY3_15000000,True
dense_caption,A2_ALICE,DAY3,A2_ALICE_DAY3_16000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY3/A2_ALICE_DAY3_16000000.srt,82228,discovered,A2_ALICE_DAY3_16000000,ses_A2_ALICE_DAY3_A2_ALICE_DAY3_16000000,True
dense_caption,A2_ALICE,DAY3,A2_ALICE_DAY3_17000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY3/A2_ALICE_DAY3_17000000.srt,50835,discovered,A2_ALICE_DAY3_17000000,ses_A2_ALICE_DAY3_A2_ALICE_DAY3_17000000,True
dense_caption,A2_ALICE,DAY3,A2_ALICE_DAY3_18000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY3/A2_ALICE_DAY3_18000000.srt,15649,discovered,A2_ALICE_DAY3_18000000,ses_A2_ALICE_DAY3_A2_ALICE_DAY3_18000000,True
dense_caption,A2_ALICE,DAY3,A2_ALICE_DAY3_19000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY3/A2_ALICE_DAY3_19000000.srt,7205,discovered,A2_ALICE_DAY3_19000000,ses_A2_ALICE_DAY3_A2_ALICE_DAY3_19000000,True
dense_caption,A2_ALICE,DAY3,A2_ALICE_DAY3_20000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY3/A2_ALICE_DAY3_20000000.srt,65379,discovered,A2_ALICE_DAY3_20000000,ses_A2_ALICE_DAY3_A2_ALICE_DAY3_20000000,True
dense_caption,A2_ALICE,DAY3,A2_ALICE_DAY3_21000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY3/A2_ALICE_DAY3_21000000.srt,54190,discovered,A2_ALICE_DAY3_21000000,ses_A2_ALICE_DAY3_A2_ALICE_DAY3_21000000,True
dense_caption,A2_ALICE,DAY3,A2_ALICE_DAY3_22000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY3/A2_ALICE_DAY3_22000000.srt,64445,discovered,A2_ALICE_DAY3_22000000,ses_A2_ALICE_DAY3_A2_ALICE_DAY3_22000000,True
dense_caption,A2_ALICE,DAY4,A2_ALICE_DAY4_10000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY4/A2_ALICE_DAY4_10000000.srt,9703,discovered,A2_ALICE_DAY4_10000000,ses_A2_ALICE_DAY4_A2_ALICE_DAY4_10000000,True
dense_caption,A2_ALICE,DAY4,A2_ALICE_DAY4_11000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY4/A2_ALICE_DAY4_11000000.srt,47451,discovered,A2_ALICE_DAY4_11000000,ses_A2_ALICE_DAY4_A2_ALICE_DAY4_11000000,True
dense_caption,A2_ALICE,DAY4,A2_ALICE_DAY4_12000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY4/A2_ALICE_DAY4_12000000.srt,40318,discovered,A2_ALICE_DAY4_12000000,ses_A2_ALICE_DAY4_A2_ALICE_DAY4_12000000,True
dense_caption,A2_ALICE,DAY4,A2_ALICE_DAY4_13000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY4/A2_ALICE_DAY4_13000000.srt,24451,discovered,A2_ALICE_DAY4_13000000,ses_A2_ALICE_DAY4_A2_ALICE_DAY4_13000000,True
dense_caption,A2_ALICE,DAY4,A2_ALICE_DAY4_18000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY4/A2_ALICE_DAY4_18000000.srt,18927,discovered,A2_ALICE_DAY4_18000000,ses_A2_ALICE_DAY4_A2_ALICE_DAY4_18000000,True
dense_caption,A2_ALICE,DAY4,A2_ALICE_DAY4_19000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY4/A2_ALICE_DAY4_19000000.srt,13519,discovered,A2_ALICE_DAY4_19000000,ses_A2_ALICE_DAY4_A2_ALICE_DAY4_19000000,True
dense_caption,A2_ALICE,DAY4,A2_ALICE_DAY4_20000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY4/A2_ALICE_DAY4_20000000.srt,24379,discovered,A2_ALICE_DAY4_20000000,ses_A2_ALICE_DAY4_A2_ALICE_DAY4_20000000,True
dense_caption,A2_ALICE,DAY4,A2_ALICE_DAY4_21000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY4/A2_ALICE_DAY4_21000000.srt,64794,discovered,A2_ALICE_DAY4_21000000,ses_A2_ALICE_DAY4_A2_ALICE_DAY4_21000000,True
dense_caption,A2_ALICE,DAY4,A2_ALICE_DAY4_22000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY4/A2_ALICE_DAY4_22000000.srt,14837,discovered,A2_ALICE_DAY4_22000000,ses_A2_ALICE_DAY4_A2_ALICE_DAY4_22000000,True
dense_caption,A2_ALICE,DAY5,A2_ALICE_DAY5_11000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY5/A2_ALICE_DAY5_11000000.srt,35963,discovered,A2_ALICE_DAY5_11000000,ses_A2_ALICE_DAY5_A2_ALICE_DAY5_11000000,True
dense_caption,A2_ALICE,DAY5,A2_ALICE_DAY5_12000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY5/A2_ALICE_DAY5_12000000.srt,33949,discovered,A2_ALICE_DAY5_12000000,ses_A2_ALICE_DAY5_A2_ALICE_DAY5_12000000,True
dense_caption,A2_ALICE,DAY5,A2_ALICE_DAY5_15000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY5/A2_ALICE_DAY5_15000000.srt,15095,discovered,A2_ALICE_DAY5_15000000,ses_A2_ALICE_DAY5_A2_ALICE_DAY5_15000000,True
dense_caption,A2_ALICE,DAY5,A2_ALICE_DAY5_16000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY5/A2_ALICE_DAY5_16000000.srt,48273,discovered,A2_ALICE_DAY5_16000000,ses_A2_ALICE_DAY5_A2_ALICE_DAY5_16000000,True
dense_caption,A2_ALICE,DAY5,A2_ALICE_DAY5_18000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY5/A2_ALICE_DAY5_18000000.srt,47355,discovered,A2_ALICE_DAY5_18000000,ses_A2_ALICE_DAY5_A2_ALICE_DAY5_18000000,True
dense_caption,A2_ALICE,DAY5,A2_ALICE_DAY5_19000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY5/A2_ALICE_DAY5_19000000.srt,36854,discovered,A2_ALICE_DAY5_19000000,ses_A2_ALICE_DAY5_A2_ALICE_DAY5_19000000,True
dense_caption,A2_ALICE,DAY5,A2_ALICE_DAY5_20000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY5/A2_ALICE_DAY5_20000000.srt,44032,discovered,A2_ALICE_DAY5_20000000,ses_A2_ALICE_DAY5_A2_ALICE_DAY5_20000000,True
dense_caption,A2_ALICE,DAY5,A2_ALICE_DAY5_21000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY5/A2_ALICE_DAY5_21000000.srt,2389,discovered,A2_ALICE_DAY5_21000000,ses_A2_ALICE_DAY5_A2_ALICE_DAY5_21000000,True
dense_caption,A2_ALICE,DAY6,A2_ALICE_DAY6_10000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY6/A2_ALICE_DAY6_10000000.srt,53790,discovered,A2_ALICE_DAY6_10000000,ses_A2_ALICE_DAY6_A2_ALICE_DAY6_10000000,True
dense_caption,A2_ALICE,DAY6,A2_ALICE_DAY6_11000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY6/A2_ALICE_DAY6_11000000.srt,81618,discovered,A2_ALICE_DAY6_11000000,ses_A2_ALICE_DAY6_A2_ALICE_DAY6_11000000,True
dense_caption,A2_ALICE,DAY6,A2_ALICE_DAY6_12000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY6/A2_ALICE_DAY6_12000000.srt,103908,discovered,A2_ALICE_DAY6_12000000,ses_A2_ALICE_DAY6_A2_ALICE_DAY6_12000000,True
dense_caption,A2_ALICE,DAY6,A2_ALICE_DAY6_13000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY6/A2_ALICE_DAY6_13000000.srt,33134,discovered,A2_ALICE_DAY6_13000000,ses_A2_ALICE_DAY6_A2_ALICE_DAY6_13000000,True
dense_caption,A2_ALICE,DAY6,A2_ALICE_DAY6_14000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY6/A2_ALICE_DAY6_14000000.srt,30652,discovered,A2_ALICE_DAY6_14000000,ses_A2_ALICE_DAY6_A2_ALICE_DAY6_14000000,True
dense_caption,A2_ALICE,DAY6,A2_ALICE_DAY6_15000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY6/A2_ALICE_DAY6_15000000.srt,106774,discovered,A2_ALICE_DAY6_15000000,ses_A2_ALICE_DAY6_A2_ALICE_DAY6_15000000,True
dense_caption,A2_ALICE,DAY6,A2_ALICE_DAY6_16000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY6/A2_ALICE_DAY6_16000000.srt,92583,discovered,A2_ALICE_DAY6_16000000,ses_A2_ALICE_DAY6_A2_ALICE_DAY6_16000000,True
dense_caption,A2_ALICE,DAY6,A2_ALICE_DAY6_17000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY6/A2_ALICE_DAY6_17000000.srt,62567,discovered,A2_ALICE_DAY6_17000000,ses_A2_ALICE_DAY6_A2_ALICE_DAY6_17000000,True
dense_caption,A2_ALICE,DAY6,A2_ALICE_DAY6_19000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY6/A2_ALICE_DAY6_19000000.srt,62116,discovered,A2_ALICE_DAY6_19000000,ses_A2_ALICE_DAY6_A2_ALICE_DAY6_19000000,True
dense_caption,A2_ALICE,DAY6,A2_ALICE_DAY6_20000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY6/A2_ALICE_DAY6_20000000.srt,82851,discovered,A2_ALICE_DAY6_20000000,ses_A2_ALICE_DAY6_A2_ALICE_DAY6_20000000,True
dense_caption,A2_ALICE,DAY6,A2_ALICE_DAY6_21000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY6/A2_ALICE_DAY6_21000000.srt,46004,discovered,A2_ALICE_DAY6_21000000,ses_A2_ALICE_DAY6_A2_ALICE_DAY6_21000000,True
dense_caption,A2_ALICE,DAY7,A2_ALICE_DAY7_12000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY7/A2_ALICE_DAY7_12000000.srt,77815,discovered,A2_ALICE_DAY7_12000000,ses_A2_ALICE_DAY7_A2_ALICE_DAY7_12000000,True
dense_caption,A2_ALICE,DAY7,A2_ALICE_DAY7_13000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY7/A2_ALICE_DAY7_13000000.srt,88993,discovered,A2_ALICE_DAY7_13000000,ses_A2_ALICE_DAY7_A2_ALICE_DAY7_13000000,True
dense_caption,A2_ALICE,DAY7,A2_ALICE_DAY7_14000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY7/A2_ALICE_DAY7_14000000.srt,75371,discovered,A2_ALICE_DAY7_14000000,ses_A2_ALICE_DAY7_A2_ALICE_DAY7_14000000,True
dense_caption,A2_ALICE,DAY7,A2_ALICE_DAY7_15000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY7/A2_ALICE_DAY7_15000000.srt,47535,discovered,A2_ALICE_DAY7_15000000,ses_A2_ALICE_DAY7_A2_ALICE_DAY7_15000000,True
dense_caption,A2_ALICE,DAY7,A2_ALICE_DAY7_17000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY7/A2_ALICE_DAY7_17000000.srt,6015,discovered,A2_ALICE_DAY7_17000000,ses_A2_ALICE_DAY7_A2_ALICE_DAY7_17000000,True
dense_caption,A2_ALICE,DAY7,A2_ALICE_DAY7_18000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY7/A2_ALICE_DAY7_18000000.srt,77009,discovered,A2_ALICE_DAY7_18000000,ses_A2_ALICE_DAY7_A2_ALICE_DAY7_18000000,True
dense_caption,A2_ALICE,DAY7,A2_ALICE_DAY7_19000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY7/A2_ALICE_DAY7_19000000.srt,39210,discovered,A2_ALICE_DAY7_19000000,ses_A2_ALICE_DAY7_A2_ALICE_DAY7_19000000,True
dense_caption,A3_TASHA,DAY1,A3_TASHA_DAY1_11000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY1/A3_TASHA_DAY1_11000000.srt,42770,discovered,A3_TASHA_DAY1_11000000,ses_A3_TASHA_DAY1_A3_TASHA_DAY1_11000000,True
dense_caption,A3_TASHA,DAY1,A3_TASHA_DAY1_12000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY1/A3_TASHA_DAY1_12000000.srt,46308,discovered,A3_TASHA_DAY1_12000000,ses_A3_TASHA_DAY1_A3_TASHA_DAY1_12000000,True
dense_caption,A3_TASHA,DAY1,A3_TASHA_DAY1_13000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY1/A3_TASHA_DAY1_13000000.srt,52278,discovered,A3_TASHA_DAY1_13000000,ses_A3_TASHA_DAY1_A3_TASHA_DAY1_13000000,True
dense_caption,A3_TASHA,DAY1,A3_TASHA_DAY1_14000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY1/A3_TASHA_DAY1_14000000.srt,16687,discovered,A3_TASHA_DAY1_14000000,ses_A3_TASHA_DAY1_A3_TASHA_DAY1_14000000,True
dense_caption,A3_TASHA,DAY1,A3_TASHA_DAY1_17000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY1/A3_TASHA_DAY1_17000000.srt,36978,discovered,A3_TASHA_DAY1_17000000,ses_A3_TASHA_DAY1_A3_TASHA_DAY1_17000000,True
dense_caption,A3_TASHA,DAY1,A3_TASHA_DAY1_18000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY1/A3_TASHA_DAY1_18000000.srt,30697,discovered,A3_TASHA_DAY1_18000000,ses_A3_TASHA_DAY1_A3_TASHA_DAY1_18000000,True
dense_caption,A3_TASHA,DAY1,A3_TASHA_DAY1_19000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY1/A3_TASHA_DAY1_19000000.srt,40848,discovered,A3_TASHA_DAY1_19000000,ses_A3_TASHA_DAY1_A3_TASHA_DAY1_19000000,True
dense_caption,A3_TASHA,DAY1,A3_TASHA_DAY1_20000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY1/A3_TASHA_DAY1_20000000.srt,31444,discovered,A3_TASHA_DAY1_20000000,ses_A3_TASHA_DAY1_A3_TASHA_DAY1_20000000,True
dense_caption,A3_TASHA,DAY2,A3_TASHA_DAY2_10000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY2/A3_TASHA_DAY2_10000000.srt,21535,discovered,A3_TASHA_DAY2_10000000,ses_A3_TASHA_DAY2_A3_TASHA_DAY2_10000000,True
dense_caption,A3_TASHA,DAY2,A3_TASHA_DAY2_11000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY2/A3_TASHA_DAY2_11000000.srt,73975,discovered,A3_TASHA_DAY2_11000000,ses_A3_TASHA_DAY2_A3_TASHA_DAY2_11000000,True
dense_caption,A3_TASHA,DAY2,A3_TASHA_DAY2_12000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY2/A3_TASHA_DAY2_12000000.srt,20162,discovered,A3_TASHA_DAY2_12000000,ses_A3_TASHA_DAY2_A3_TASHA_DAY2_12000000,True
dense_caption,A3_TASHA,DAY2,A3_TASHA_DAY2_13000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY2/A3_TASHA_DAY2_13000000.srt,13794,discovered,A3_TASHA_DAY2_13000000,ses_A3_TASHA_DAY2_A3_TASHA_DAY2_13000000,True
dense_caption,A3_TASHA,DAY2,A3_TASHA_DAY2_15000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY2/A3_TASHA_DAY2_15000000.srt,3322,discovered,A3_TASHA_DAY2_15000000,ses_A3_TASHA_DAY2_A3_TASHA_DAY2_15000000,True
dense_caption,A3_TASHA,DAY2,A3_TASHA_DAY2_16000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY2/A3_TASHA_DAY2_16000000.srt,66696,discovered,A3_TASHA_DAY2_16000000,ses_A3_TASHA_DAY2_A3_TASHA_DAY2_16000000,True
dense_caption,A3_TASHA,DAY2,A3_TASHA_DAY2_17000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY2/A3_TASHA_DAY2_17000000.srt,55067,discovered,A3_TASHA_DAY2_17000000,ses_A3_TASHA_DAY2_A3_TASHA_DAY2_17000000,True
dense_caption,A3_TASHA,DAY2,A3_TASHA_DAY2_18000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY2/A3_TASHA_DAY2_18000000.srt,43166,discovered,A3_TASHA_DAY2_18000000,ses_A3_TASHA_DAY2_A3_TASHA_DAY2_18000000,True
dense_caption,A3_TASHA,DAY2,A3_TASHA_DAY2_20000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY2/A3_TASHA_DAY2_20000000.srt,4961,discovered,A3_TASHA_DAY2_20000000,ses_A3_TASHA_DAY2_A3_TASHA_DAY2_20000000,True
dense_caption,A3_TASHA,DAY2,A3_TASHA_DAY2_21000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY2/A3_TASHA_DAY2_21000000.srt,63905,discovered,A3_TASHA_DAY2_21000000,ses_A3_TASHA_DAY2_A3_TASHA_DAY2_21000000,True
dense_caption,A3_TASHA,DAY2,A3_TASHA_DAY2_22000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY2/A3_TASHA_DAY2_22000000.srt,18764,discovered,A3_TASHA_DAY2_22000000,ses_A3_TASHA_DAY2_A3_TASHA_DAY2_22000000,True
dense_caption,A3_TASHA,DAY3,A3_TASHA_DAY3_11000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY3/A3_TASHA_DAY3_11000000.srt,15990,discovered,A3_TASHA_DAY3_11000000,ses_A3_TASHA_DAY3_A3_TASHA_DAY3_11000000,True
dense_caption,A3_TASHA,DAY3,A3_TASHA_DAY3_12000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY3/A3_TASHA_DAY3_12000000.srt,60317,discovered,A3_TASHA_DAY3_12000000,ses_A3_TASHA_DAY3_A3_TASHA_DAY3_12000000,True
dense_caption,A3_TASHA,DAY3,A3_TASHA_DAY3_14000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY3/A3_TASHA_DAY3_14000000.srt,19920,discovered,A3_TASHA_DAY3_14000000,ses_A3_TASHA_DAY3_A3_TASHA_DAY3_14000000,True
dense_caption,A3_TASHA,DAY3,A3_TASHA_DAY3_15000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY3/A3_TASHA_DAY3_15000000.srt,99742,discovered,A3_TASHA_DAY3_15000000,ses_A3_TASHA_DAY3_A3_TASHA_DAY3_15000000,True
dense_caption,A3_TASHA,DAY3,A3_TASHA_DAY3_16000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY3/A3_TASHA_DAY3_16000000.srt,89272,discovered,A3_TASHA_DAY3_16000000,ses_A3_TASHA_DAY3_A3_TASHA_DAY3_16000000,True
dense_caption,A3_TASHA,DAY3,A3_TASHA_DAY3_17000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY3/A3_TASHA_DAY3_17000000.srt,59042,discovered,A3_TASHA_DAY3_17000000,ses_A3_TASHA_DAY3_A3_TASHA_DAY3_17000000,True
dense_caption,A3_TASHA,DAY3,A3_TASHA_DAY3_18000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY3/A3_TASHA_DAY3_18000000.srt,18257,discovered,A3_TASHA_DAY3_18000000,ses_A3_TASHA_DAY3_A3_TASHA_DAY3_18000000,True
dense_caption,A3_TASHA,DAY3,A3_TASHA_DAY3_20000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY3/A3_TASHA_DAY3_20000000.srt,112635,discovered,A3_TASHA_DAY3_20000000,ses_A3_TASHA_DAY3_A3_TASHA_DAY3_20000000,True
dense_caption,A3_TASHA,DAY3,A3_TASHA_DAY3_21000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY3/A3_TASHA_DAY3_21000000.srt,40952,discovered,A3_TASHA_DAY3_21000000,ses_A3_TASHA_DAY3_A3_TASHA_DAY3_21000000,True
dense_caption,A3_TASHA,DAY3,A3_TASHA_DAY3_22000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY3/A3_TASHA_DAY3_22000000.srt,50045,discovered,A3_TASHA_DAY3_22000000,ses_A3_TASHA_DAY3_A3_TASHA_DAY3_22000000,True
dense_caption,A3_TASHA,DAY3,A3_TASHA_DAY3_23000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY3/A3_TASHA_DAY3_23000000.srt,14836,discovered,A3_TASHA_DAY3_23000000,ses_A3_TASHA_DAY3_A3_TASHA_DAY3_23000000,False
dense_caption,A3_TASHA,DAY4,A3_TASHA_DAY4_11000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY4/A3_TASHA_DAY4_11000000.srt,83534,discovered,A3_TASHA_DAY4_11000000,ses_A3_TASHA_DAY4_A3_TASHA_DAY4_11000000,True
dense_caption,A3_TASHA,DAY4,A3_TASHA_DAY4_12000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY4/A3_TASHA_DAY4_12000000.srt,111458,discovered,A3_TASHA_DAY4_12000000,ses_A3_TASHA_DAY4_A3_TASHA_DAY4_12000000,True
dense_caption,A3_TASHA,DAY4,A3_TASHA_DAY4_13000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY4/A3_TASHA_DAY4_13000000.srt,76853,discovered,A3_TASHA_DAY4_13000000,ses_A3_TASHA_DAY4_A3_TASHA_DAY4_13000000,True
dense_caption,A3_TASHA,DAY4,A3_TASHA_DAY4_15000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY4/A3_TASHA_DAY4_15000000.srt,51743,discovered,A3_TASHA_DAY4_15000000,ses_A3_TASHA_DAY4_A3_TASHA_DAY4_15000000,True
dense_caption,A3_TASHA,DAY4,A3_TASHA_DAY4_16000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY4/A3_TASHA_DAY4_16000000.srt,88788,discovered,A3_TASHA_DAY4_16000000,ses_A3_TASHA_DAY4_A3_TASHA_DAY4_16000000,True
dense_caption,A3_TASHA,DAY4,A3_TASHA_DAY4_17000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY4/A3_TASHA_DAY4_17000000.srt,97673,discovered,A3_TASHA_DAY4_17000000,ses_A3_TASHA_DAY4_A3_TASHA_DAY4_17000000,True
dense_caption,A3_TASHA,DAY4,A3_TASHA_DAY4_18000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY4/A3_TASHA_DAY4_18000000.srt,98416,discovered,A3_TASHA_DAY4_18000000,ses_A3_TASHA_DAY4_A3_TASHA_DAY4_18000000,True
dense_caption,A3_TASHA,DAY4,A3_TASHA_DAY4_19000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY4/A3_TASHA_DAY4_19000000.srt,4750,discovered,A3_TASHA_DAY4_19000000,ses_A3_TASHA_DAY4_A3_TASHA_DAY4_19000000,False
dense_caption,A3_TASHA,DAY4,A3_TASHA_DAY4_21000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY4/A3_TASHA_DAY4_21000000.srt,117498,discovered,A3_TASHA_DAY4_21000000,ses_A3_TASHA_DAY4_A3_TASHA_DAY4_21000000,True
dense_caption,A3_TASHA,DAY4,A3_TASHA_DAY4_22000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY4/A3_TASHA_DAY4_22000000.srt,42537,discovered,A3_TASHA_DAY4_22000000,ses_A3_TASHA_DAY4_A3_TASHA_DAY4_22000000,True
dense_caption,A3_TASHA,DAY5,A3_TASHA_DAY5_11000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY5/A3_TASHA_DAY5_11000000.srt,27564,discovered,A3_TASHA_DAY5_11000000,ses_A3_TASHA_DAY5_A3_TASHA_DAY5_11000000,True
dense_caption,A3_TASHA,DAY5,A3_TASHA_DAY5_12000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY5/A3_TASHA_DAY5_12000000.srt,27815,discovered,A3_TASHA_DAY5_12000000,ses_A3_TASHA_DAY5_A3_TASHA_DAY5_12000000,True
dense_caption,A3_TASHA,DAY5,A3_TASHA_DAY5_14000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY5/A3_TASHA_DAY5_14000000.srt,5559,discovered,A3_TASHA_DAY5_14000000,ses_A3_TASHA_DAY5_A3_TASHA_DAY5_14000000,True
dense_caption,A3_TASHA,DAY5,A3_TASHA_DAY5_15000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY5/A3_TASHA_DAY5_15000000.srt,43631,discovered,A3_TASHA_DAY5_15000000,ses_A3_TASHA_DAY5_A3_TASHA_DAY5_15000000,True
dense_caption,A3_TASHA,DAY5,A3_TASHA_DAY5_16000000.srt,EgoLifeCap/DenseCaption/A3_TASHA/DAY5/A3_TASHA_DAY5_16000000.srt,40461,discovered,A3_TASHA_DAY5_16000000,ses_A3_TASHA_DAY5_A3_TASHA_DAY5_16000000,True
